,srcs,Object categories,Support/medium,ID,Dates,Pixels,Saturation,Brightness,Edge,Grey Var,Unique Colors,Entropy Variance,New Color Calc
231,https://images.rkd.nl/rkd/thumb/650x650/35f8e926-36c6-133c-f280-7db181c5f493.jpg,drawing,"brown paper, charcoal, chalk, pastel",918.0,1906.0,278200,0.20642325769967165,0.2819499584161487,0.002336448598130841,0.013550802386747085,27748,0.4541579742197334,1722.163368858099
232,https://images.rkd.nl/rkd/thumb/650x650/c73d65f5-a70f-b944-6b9c-273f07b2d989.jpg,painting,"canvas, oil paint",919.0,1905.0,311350,0.09911685857173486,0.354113515777276,0.0020876826722338203,0.03979407920755141,17137,0.8408355684722221,3473.8346519355323
233,https://images.rkd.nl/rkd/thumb/650x650/2852e224-d927-3e69-b7f9-28f1f0f72862.jpg,painting,"canvas, oil paint",920.0,1905.0,315900,0.10372986621566124,0.5561665208026865,0.00205761316872428,0.04507304996348993,32590,0.8481345030193794,2341.104546693505
234,https://images.rkd.nl/rkd/thumb/650x650/b812bb84-aada-8c12-ab4c-e99f53db69e8.jpg,drawing,"paper, black chalk, pastel
laid paper",921.0,1905.0,309400,0.22482328564876386,0.5376679848409952,0.0021008403361344537,0.034439291565650766,42241,1.3542095086534616,2016.7315366068894
235,https://images.rkd.nl/rkd/thumb/650x650/8251e874-4af5-1e91-6144-93045e1fcbaa.jpg,watercolor (painting),"paper, aquarel paint (watercolor)",923.0,1905.0,317200,0.2841383398560239,0.5312087258610885,0.0020491803278688526,0.049213724737263514,63838,0.4090250164527465,2744.3467456974577
236,https://images.rkd.nl/rkd/thumb/650x650/b9a24691-2150-4f3e-476b-dae210c8e861.jpg,painting,"canvas, oil paint",924.0,1905.0,282750,0.08057255080423245,0.7038149130562925,0.0022988505747126436,0.05922964039450158,24704,1.2934949299467666,2840.517963736626
237,https://images.rkd.nl/rkd/thumb/650x650/4d2eecea-3068-f8fb-0ce4-9469eda88b50.jpg,painting,"canvas on cardboard, oil paint",925.0,1906.0,284050,0.05519748558172268,0.4627018165125583,0.002288329519450801,0.037469077093083655,11066,1.1139683682394266,1654.9675101470439
238,https://images.rkd.nl/rkd/thumb/650x650/9cbd4ae7-3210-ddb7-bce2-58b2c2195395.jpg,watercolor (painting),"paper, aquarel paint (watercolor)",926.0,1906.0,277550,0.003267142541041071,0.6621660255527178,0.00234192037470726,0.06318910365300104,919,2.9913769344583097,2974.672043819215
239,https://images.rkd.nl/rkd/thumb/650x650/688a49e7-0601-9878-ca2b-951fb51370e2.jpg,drawing,"paper, charcoal, watercolor, pastel",927.0,1905.0,296400,0.10830189718302878,0.6497468974094363,0.0021929824561403508,0.07740711630864906,36319,3.308872243989222,2908.3816009247953
240,https://images.rkd.nl/rkd/thumb/650x650/706b4c13-0511-fd74-a131-37ff511c76e4.jpg,painting,"paper on panel, oil paint",928.0,1905.0,299000,0.09466947147636323,0.4612278051019737,0.002173913043478261,0.0624199972440318,43545,0.6070288411935206,2902.4792039801105
241,https://images.rkd.nl/rkd/thumb/650x650/586274e6-c3b0-491e-4a10-0afedd71a90b.jpg,watercolor (painting),"paper, watercolor",929.0,1907.0,285350,0.088340888860129,0.44307516397131824,0.002277904328018223,0.0426608294531297,24908,0.4801245319296672,1976.3629770117598
242,https://images.rkd.nl/rkd/thumb/650x650/05c7d6b7-83cb-93c4-f3a2-94f08271e4cd.jpg,painting,"canvas, oil paint",930.0,1907.0,230100,0.3325562318703939,0.4324885343968096,0.002824858757062147,0.03744797550063928,34374,0.23540206292075236,1979.8353325168348
243,https://images.rkd.nl/rkd/thumb/650x650/63edef28-fe79-ca61-340c-70c95c17487d.jpg,painting,"canvas, oil paint",943.0,1898.0,315250,0.3216893506413444,0.4699068464181866,0.002061855670103093,0.01981025998551951,67895,0.4464098058006291,1480.7665613934598
244,https://images.rkd.nl/rkd/thumb/650x650/5320bea7-c138-a64f-29ac-17a12aec459d.jpg,painting,"canvas, oil paint",944.0,1898.0,308750,0.006813791446691989,0.7251881305072636,0.002105263157894737,0.020045348938102368,557,0.5495213314322117,1793.4527578385962
245,https://images.rkd.nl/rkd/thumb/650x650/a3ce8d4a-e3c2-a57e-9b28-8b8b99832ae1.jpg,drawing,"paper, gouache (material/technique)",947.0,1897.0,348400,0.003929850332794296,0.577111377501632,0.0018656716417910447,0.050341374656843074,631,1.471262471987178,2718.9510239995047
246,https://images.rkd.nl/rkd/thumb/650x650/9bc8f66f-ac09-928f-e5ff-8f90d6eed11c.jpg,painting,"paper on linen, oil paint",948.0,1897.0,323700,0.4674515730287527,0.44468992712933203,0.002008032128514056,0.026769828606705324,83511,0.5166825031611266,1847.2607257926072
247,https://images.rkd.nl/rkd/thumb/650x650/9d71a5f1-6a01-8a11-216f-7a9d295be808.jpg,painting,"canvas, oil paint",950.0,1899.0,298350,0.2353330331484883,0.3602631992297505,0.002178649237472767,0.010038992781109856,50733,0.2791445336968608,1043.9458670349538
